,chlor_a,Station,date,lat,lon,sst,Year,Month,Day
127,1.1098818,B,20180620,22.125,114.875,28.51,2018,6,20
128,0.84849703,C,20180620,22.125,115.125,28.529999,2018,6,20
129,3.2027714,D,20180620,22.375,114.625,28.46,2018,6,20
130,2.964561,E,20180620,22.375,114.875,28.539999,2018,6,20
131,3.5987911,F,20180620,22.375,115.125,28.56,2018,6,20
132,1.8914902,A,20180621,22.125,114.625,29.38,2018,6,21
133,1.143431,B,20180621,22.125,114.875,29.439999,2018,6,21
134,0.89338326,C,20180621,22.125,115.125,29.41,2018,6,21
135,3.2176774,D,20180621,22.375,114.625,29.41,2018,6,21
136,3.0394561,E,20180621,22.375,114.875,29.48,2018,6,21
137,3.5221956,F,20180621,22.375,115.125,29.429998,2018,6,21
138,1.8694527,A,20180622,22.125,114.625,29.519999,2018,6,22
139,1.1803328,B,20180622,22.125,114.875,29.539999,2018,6,22
140,0.93130183,C,20180622,22.125,115.125,29.449999,2018,6,22
141,3.7717545,D,20180622,22.375,114.625,29.599998,2018,6,22
142,3.5802958,E,20180622,22.375,114.875,29.599998,2018,6,22
143,3.920031,F,20180622,22.375,115.125,29.5,2018,6,22
144,2.0060565,A,20180623,22.125,114.625,28.859999,2018,6,23
145,1.2323462,B,20180623,22.125,114.875,28.91,2018,6,23
146,0.94703126,C,20180623,22.125,115.125,28.84,2018,6,23
147,3.9151444,D,20180623,22.375,114.625,28.859999,2018,6,23
148,3.6366787,E,20180623,22.375,114.875,28.88,2018,6,23
149,3.8881545,F,20180623,22.375,115.125,28.76,2018,6,23
150,1.699466,A,20180624,22.125,114.625,28.81,2018,6,24
151,0.99508476,B,20180624,22.125,114.875,28.88,2018,6,24
152,0.71379095,C,20180624,22.125,115.125,28.83,2018,6,24
153,3.5156465,D,20180624,22.375,114.625,28.699999,2018,6,24
154,3.0434687,E,20180624,22.375,114.875,28.75,2018,6,24
155,3.0523174,F,20180624,22.375,115.125,28.68,2018,6,24
156,1.9257053,A,20180625,22.125,114.625,28.9,2018,6,25
157,1.0842588,B,20180625,22.125,114.875,28.939999,2018,6,25
158,0.7648242,C,20180625,22.125,115.125,28.9,2018,6,25
159,3.693832,D,20180625,22.375,114.625,28.779999,2018,6,25
160,3.1208842,E,20180625,22.375,114.875,28.8,2018,6,25
161,3.0042872,F,20180625,22.375,115.125,28.73,2018,6,25
162,1.8550706,A,20180626,22.125,114.625,29.099998,2018,6,26
163,1.4076387,B,20180626,22.125,114.875,29.16,2018,6,26
164,0.90598875,C,20180626,22.125,115.125,29.17,2018,6,26
165,4.2624283,D,20180626,22.375,114.625,28.99,2018,6,26
166,4.0544558,E,20180626,22.375,114.875,29.01,2018,6,26
167,3.808591,F,20180626,22.375,115.125,29.019999,2018,6,26
168,1.760297,A,20180627,22.125,114.625,29.599998,2018,6,27
169,1.3770517,B,20180627,22.125,114.875,29.64,2018,6,27
170,0.9248626,C,20180627,22.125,115.125,29.66,2018,6,27
171,4.10241,D,20180627,22.375,114.625,29.46,2018,6,27
172,3.9681425,E,20180627,22.375,114.875,29.46,2018,6,27
173,4.2802143,F,20180627,22.375,115.125,29.5,2018,6,27
174,2.1927829,A,20180628,22.125,114.625,29.76,2018,6,28
175,1.4259399,B,20180628,22.125,114.875,29.82,2018,6,28
176,0.88495165,C,20180628,22.125,115.125,29.83,2018,6,28
177,4.3634934,D,20180628,22.375,114.625,29.619999,2018,6,28
178,3.7901113,E,20180628,22.375,114.875,29.609999,2018,6,28
179,3.92662,F,20180628,22.375,115.125,29.619999,2018,6,28
180,2.1888852,A,20180629,22.125,114.625,29.609999,2018,6,29
181,1.3833464,B,20180629,22.125,114.875,29.71,2018,6,29
182,0.86497915,C,20180629,22.125,115.125,29.769999,2018,6,29
183,4.172275,D,20180629,22.375,114.625,29.51,2018,6,29
184,3.5227916,E,20180629,22.375,114.875,29.529999,2018,6,29
185,3.6319177,F,20180629,22.375,115.125,29.539999,2018,6,29
186,2.218124,A,20180630,22.125,114.625,29.109999,2018,6,30
187,1.3900418,B,20180630,22.125,114.875,29.13,2018,6,30
188,0.8773023,C,20180630,22.125,115.125,29.16,2018,6,30
189,3.9733112,D,20180630,22.375,114.625,28.84,2018,6,30
190,3.30757,E,20180630,22.375,114.875,28.769999,2018,6,30
191,3.4597964,F,20180630,22.375,115.125,28.84,2018,6,30
192,2.576875,A,20180701,22.125,114.625,28.84,2018,7,1
193,1.7141986,B,20180701,22.125,114.875,28.779999,2018,7,1
194,1.0736804,C,20180701,22.125,115.125,28.83,2018,7,1
195,4.7769756,D,20180701,22.375,114.625,28.55,2018,7,1
196,4.0622654,E,20180701,22.375,114.875,28.41,2018,7,1
197,4.163753,F,20180701,22.375,115.125,28.48,2018,7,1
198,2.5216336,A,20180702,22.125,114.625,28.57,2018,7,2
199,1.6922944,B,20180702,22.125,114.875,28.43,2018,7,2
200,1.0870773,C,20180702,22.125,115.125,28.49,2018,7,2
201,4.6203494,D,20180702,22.375,114.625,28.269999,2018,7,2
202,3.844191,E,20180702,22.375,114.875,28.039999,2018,7,2
203,3.9307053,F,20180702,22.375,115.125,28.119999,2018,7,2
204,2.5365436,A,20180703,22.125,114.625,28.32,2018,7,3
205,1.6891357,B,20180703,22.125,114.875,28.13,2018,7,3
206,1.1043808,C,20180703,22.125,115.125,28.16,2018,7,3
207,4.6380734,D,20180703,22.375,114.625,27.849998,2018,7,3
208,3.859906,E,20180703,22.375,114.875,27.57,2018,7,3
209,3.9520369,F,20180703,22.375,115.125,27.609999,2018,7,3
210,2.5790615,A,20180704,22.125,114.625,28.31,2018,7,4
211,1.7485433,B,20180704,22.125,114.875,28.22,2018,7,4
212,1.2105832,C,20180704,22.125,115.125,28.25,2018,7,4
213,4.550842,D,20180704,22.375,114.625,27.5,2018,7,4
214,3.786684,E,20180704,22.375,114.875,27.25,2018,7,4
215,3.9129884,F,20180704,22.375,115.125,27.26,2018,7,4
216,2.5146124,A,20180705,22.125,114.625,28.24,2018,7,5
217,1.6960487,B,20180705,22.125,114.875,28.289999,2018,7,5
218,1.199572,C,20180705,22.125,115.125,28.31,2018,7,5
219,4.2678676,D,20180705,22.375,114.625,27.619999,2018,7,5
220,3.4869795,E,20180705,22.375,114.875,27.369999,2018,7,5
221,3.3040428,F,20180705,22.375,115.125,27.269999,2018,7,5
222,2.5440302,A,20180706,22.125,114.625,28.269999,2018,7,6
223,1.7306273,B,20180706,22.125,114.875,28.47,2018,7,6
224,1.2661821,C,20180706,22.125,115.125,28.689999,2018,7,6
225,4.1658745,D,20180706,22.375,114.625,27.73,2018,7,6
226,3.395136,E,20180706,22.375,114.875,27.619999,2018,7,6
227,3.4655411,F,20180706,22.375,115.125,27.71,2018,7,6
228,2.5964816,A,20180707,22.125,114.625,28.65,2018,7,7
229,1.779286,B,20180707,22.125,114.875,28.82,2018,7,7
230,1.3346514,C,20180707,22.125,115.125,28.82,2018,7,7
231,4.042934,D,20180707,22.375,114.625,28.24,2018,7,7
232,3.2128673,E,20180707,22.375,114.875,28.17,2018,7,7
233,3.2482898,F,20180707,22.375,115.125,28.0,2018,7,7
234,2.97849,A,20180708,22.125,114.625,29.05,2018,7,8
235,2.0195806,B,20180708,22.125,114.875,29.22,2018,7,8
236,1.5439757,C,20180708,22.125,115.125,29.34,2018,7,8
237,4.6668167,D,20180708,22.375,114.625,28.84,2018,7,8
238,3.7577393,E,20180708,22.375,114.875,28.91,2018,7,8
239,3.8095639,F,20180708,22.375,115.125,28.83,2018,7,8
240,2.3908055,A,20180709,22.125,114.625,28.83,2018,7,9
241,1.8499906,B,20180709,22.125,114.875,29.17,2018,7,9
242,1.487497,C,20180709,22.125,115.125,29.529999,2018,7,9
243,4.3812423,D,20180709,22.375,114.625,28.47,2018,7,9
244,3.8499918,E,20180709,22.375,114.875,28.71,2018,7,9
245,3.9626067,F,20180709,22.375,115.125,29.07,2018,7,9
246,2.7784228,A,20180710,22.125,114.625,28.75,2018,7,10
247,1.9983506,B,20180710,22.125,114.875,29.119999,2018,7,10
248,1.8063515,C,20180710,22.125,115.125,29.5,2018,7,10
249,4.8341045,D,20180710,22.375,114.625,28.349998,2018,7,10
250,3.96958,E,20180710,22.375,114.875,28.57,2018,7,10
251,4.459026,F,20180710,22.375,115.125,28.93,2018,7,10
252,2.4987342,A,20180711,22.125,114.625,28.789999,2018,7,11
253,1.7660825,B,20180711,22.125,114.875,29.14,2018,7,11
254,1.6207353,C,20180711,22.125,115.125,29.48,2018,7,11
255,4.4213576,D,20180711,22.375,114.625,28.34,2018,7,11
256,3.5747797,E,20180711,22.375,114.875,28.56,2018,7,11
257,3.9737914,F,20180711,22.375,115.125,28.89,2018,7,11
258,2.4650724,A,20180712,22.125,114.625,28.89,2018,7,12
259,1.7971026,B,20180712,22.125,114.875,29.16,2018,7,12
260,1.6545199,C,20180712,22.125,115.125,29.46,2018,7,12
261,4.4376936,D,20180712,22.375,114.625,28.43,2018,7,12
262,3.7308347,E,20180712,22.375,114.875,28.59,2018,7,12
263,4.190086,F,20180712,22.375,115.125,28.91,2018,7,12
264,2.6674263,A,20180713,22.125,114.625,28.93,2018,7,13
265,1.8846986,B,20180713,22.125,114.875,29.17,2018,7,13
266,1.7341771,C,20180713,22.125,115.125,29.359999,2018,7,13
267,4.742508,D,20180713,22.375,114.625,28.529999,2018,7,13
268,3.9053254,E,20180713,22.375,114.875,28.66,2018,7,13
269,4.37855,F,20180713,22.375,115.125,28.869999,2018,7,13
270,2.5277777,A,20180714,22.125,114.625,28.8,2018,7,14
271,1.7919511,B,20180714,22.125,114.875,29.01,2018,7,14
272,1.647094,C,20180714,22.125,115.125,29.21,2018,7,14
273,4.5371313,D,20180714,22.375,114.625,28.449999,2018,7,14
274,3.7667308,E,20180714,22.375,114.875,28.57,2018,7,14
275,4.2297215,F,20180714,22.375,115.125,28.779999,2018,7,14
276,2.378004,A,20180715,22.125,114.625,28.15,2018,7,15
277,1.6978606,B,20180715,22.125,114.875,28.32,2018,7,15
278,1.5744449,C,20180715,22.125,115.125,28.529999,2018,7,15
279,4.2019105,D,20180715,22.375,114.625,28.06,2018,7,15
280,3.4899282,E,20180715,22.375,114.875,28.16,2018,7,15
281,3.9354315,F,20180715,22.375,115.125,28.4,2018,7,15
282,2.257467,A,20180716,22.125,114.625,28.289999,2018,7,16
283,1.6430106,B,20180716,22.125,114.875,28.39,2018,7,16
284,1.5497429,C,20180716,22.125,115.125,28.55,2018,7,16
285,3.9248471,D,20180716,22.375,114.625,28.279999,2018,7,16
286,3.2775307,E,20180716,22.375,114.875,28.33,2018,7,16
287,3.7168612,F,20180716,22.375,115.125,28.49,2018,7,16
288,1.8947331,A,20180717,22.125,114.625,28.17,2018,7,17
289,1.5078868,B,20180717,22.125,114.875,28.349998,2018,7,17
290,1.3961853,C,20180717,22.125,115.125,28.539999,2018,7,17
291,3.437242,D,20180717,22.375,114.625,28.22,2018,7,17
292,3.153529,E,20180717,22.375,114.875,28.33,2018,7,17
293,3.565779,F,20180717,22.375,115.125,28.5,2018,7,17
294,2.0067186,A,20180718,22.125,114.625,28.07,2018,7,18
295,1.5814888,B,20180718,22.125,114.875,28.33,2018,7,18
296,1.4289887,C,20180718,22.125,115.125,28.59,2018,7,18
297,3.751796,D,20180718,22.375,114.625,28.09,2018,7,18
298,3.477204,E,20180718,22.375,114.875,28.3,2018,7,18
299,3.9035752,F,20180718,22.375,115.125,28.519999,2018,7,18
300,1.6646376,A,20180719,22.125,114.625,28.41,2018,7,19
301,1.3259262,B,20180719,22.125,114.875,28.519999,2018,7,19
302,1.2042209,C,20180719,22.125,115.125,28.68,2018,7,19
303,3.1020057,D,20180719,22.375,114.625,28.529999,2018,7,19
304,2.9744966,E,20180719,22.375,114.875,28.519999,2018,7,19
305,3.3920066,F,20180719,22.375,115.125,28.65,2018,7,19
306,1.4486754,A,20180720,22.125,114.625,28.65,2018,7,20
307,1.0026213,B,20180720,22.125,114.875,28.63,2018,7,20
308,0.7910278,C,20180720,22.125,115.125,28.689999,2018,7,20
309,3.102379,D,20180720,22.375,114.625,28.789999,2018,7,20
310,2.85482,E,20180720,22.375,114.875,28.699999,2018,7,20
311,2.9168372,F,20180720,22.375,115.125,28.74,2018,7,20
312,1.4026526,A,20180721,22.125,114.625,29.01,2018,7,21
313,0.9711356,B,20180721,22.125,114.875,28.9,2018,7,21
314,0.7495375,C,20180721,22.125,115.125,28.9,2018,7,21
315,3.0404806,D,20180721,22.375,114.625,29.109999,2018,7,21
316,2.7993894,E,20180721,22.375,114.875,29.0,2018,7,21
317,2.8183148,F,20180721,22.375,115.125,28.99,2018,7,21
318,1.5439132,A,20180722,22.125,114.625,29.109999,2018,7,22
319,1.0712309,B,20180722,22.125,114.875,29.019999,2018,7,22
320,0.83848023,C,20180722,22.125,115.125,29.039999,2018,7,22
321,3.6810257,D,20180722,22.375,114.625,29.16,2018,7,22
322,3.422176,E,20180722,22.375,114.875,29.13,2018,7,22
323,3.4931705,F,20180722,22.375,115.125,29.179998,2018,7,22
324,1.3842611,A,20180723,22.125,114.625,29.289999,2018,7,23
325,0.9892997,B,20180723,22.125,114.875,29.16,2018,7,23
326,0.7879345,C,20180723,22.125,115.125,29.039999,2018,7,23
327,3.3055124,D,20180723,22.375,114.625,29.42,2018,7,23
328,3.0916915,E,20180723,22.375,114.875,29.34,2018,7,23
329,3.1415918,F,20180723,22.375,115.125,29.24,2018,7,23
330,1.2909198,A,20180724,22.125,114.625,29.48,2018,7,24
331,0.9414712,B,20180724,22.125,114.875,29.26,2018,7,24
332,0.7341849,C,20180724,22.125,115.125,29.109999,2018,7,24
333,3.0907497,D,20180724,22.375,114.625,29.599998,2018,7,24
334,2.9256294,E,20180724,22.375,114.875,29.41,2018,7,24
335,3.0089424,F,20180724,22.375,115.125,29.279999,2018,7,24
336,1.2911589,A,20180725,22.125,114.625,29.38,2018,7,25
337,0.92609054,B,20180725,22.125,114.875,29.199999,2018,7,25
338,0.7363388,C,20180725,22.125,115.125,29.05,2018,7,25
339,3.0119262,D,20180725,22.375,114.625,29.39,2018,7,25
340,2.809279,E,20180725,22.375,114.875,29.25,2018,7,25
341,2.8583896,F,20180725,22.375,115.125,29.179998,2018,7,25
342,1.1377435,A,20180726,22.125,114.625,29.449999,2018,7,26
343,0.79510915,B,20180726,22.125,114.875,29.42,2018,7,26
344,0.62998986,C,20180726,22.125,115.125,29.429998,2018,7,26
345,2.6617074,D,20180726,22.375,114.625,29.5,2018,7,26
346,2.4714537,E,20180726,22.375,114.875,29.51,2018,7,26
347,2.4921412,F,20180726,22.375,115.125,29.57,2018,7,26
348,1.2439138,A,20180727,22.125,114.625,29.47,2018,7,27
349,0.85082054,B,20180727,22.125,114.875,29.609999,2018,7,27
350,0.61976516,C,20180727,22.125,115.125,29.779999,2018,7,27
351,3.15614,D,20180727,22.375,114.625,29.49,2018,7,27
352,2.899198,E,20180727,22.375,114.875,29.66,2018,7,27
353,2.8764994,F,20180727,22.375,115.125,29.89,2018,7,27
354,1.5985823,A,20180728,22.125,114.625,30.0,2018,7,28
355,0.9385243,B,20180728,22.125,114.875,30.06,2018,7,28
356,0.63566804,C,20180728,22.125,115.125,30.14,2018,7,28
357,4.0717773,D,20180728,22.375,114.625,30.119999,2018,7,28
358,3.756383,E,20180728,22.375,114.875,30.189999,2018,7,28
359,3.6473596,F,20180728,22.375,115.125,30.279999,2018,7,28
360,1.6371359,A,20180729,22.125,114.625,30.369999,2018,7,29
361,0.9775929,B,20180729,22.125,114.875,30.34,2018,7,29
362,0.66710633,C,20180729,22.125,115.125,30.3,2018,7,29
363,4.1050115,D,20180729,22.375,114.625,30.529999,2018,7,29
364,3.7487836,E,20180729,22.375,114.875,30.5,2018,7,29
365,3.6579273,F,20180729,22.375,115.125,30.449999,2018,7,29
366,1.9109217,A,20180730,22.125,114.625,30.24,2018,7,30
367,1.0530987,B,20180730,22.125,114.875,30.16,2018,7,30
368,0.6840937,C,20180730,22.125,115.125,30.08,2018,7,30
369,4.361819,D,20180730,22.375,114.625,30.359999,2018,7,30
370,3.7408257,E,20180730,22.375,114.875,30.3,2018,7,30
371,3.585732,F,20180730,22.375,115.125,30.23,2018,7,30
372,2.1956053,A,20180731,22.125,114.625,30.189999,2018,7,31
373,1.208865,B,20180731,22.125,114.875,30.109999,2018,7,31
374,0.7821369,C,20180731,22.125,115.125,30.08,2018,7,31
375,4.599673,D,20180731,22.375,114.625,30.21,2018,7,31
376,3.8055158,E,20180731,22.375,114.875,30.16,2018,7,31
377,3.6078923,F,20180731,22.375,115.125,30.109999,2018,7,31
378,2.2357621,A,20180801,22.125,114.625,29.83,2018,8,1
379,1.2180955,B,20180801,22.125,114.875,29.76,2018,8,1
380,0.7837805,C,20180801,22.125,115.125,29.72,2018,8,1
381,4.702541,D,20180801,22.375,114.625,29.71,2018,8,1
382,3.900397,E,20180801,22.375,114.875,29.599998,2018,8,1
383,3.6920547,F,20180801,22.375,115.125,29.609999,2018,8,1
384,2.9012976,A,20180802,22.125,114.625,29.34,2018,8,2
385,1.6130455,B,20180802,22.125,114.875,29.42,2018,8,2
386,1.1023356,C,20180802,22.125,115.125,29.58,2018,8,2
387,5.968393,D,20180802,22.375,114.625,29.099998,2018,8,2
388,4.8306828,E,20180802,22.375,114.875,29.15,2018,8,2
389,4.6208344,F,20180802,22.375,115.125,29.34,2018,8,2
390,3.2697415,A,20180803,22.125,114.625,28.619999,2018,8,3
391,1.7312483,B,20180803,22.125,114.875,28.81,2018,8,3
392,1.1425643,C,20180803,22.125,115.125,29.14,2018,8,3
393,6.627408,D,20180803,22.375,114.625,28.439999,2018,8,3
394,5.198639,E,20180803,22.375,114.875,28.599998,2018,8,3
395,4.902482,F,20180803,22.375,115.125,28.96,2018,8,3
396,3.874161,A,20180804,22.125,114.625,28.449999,2018,8,4
397,1.9758848,B,20180804,22.125,114.875,28.67,2018,8,4
398,1.3679991,C,20180804,22.125,115.125,28.96,2018,8,4
399,6.7612553,D,20180804,22.375,114.625,28.34,2018,8,4
400,4.9268036,E,20180804,22.375,114.875,28.56,2018,8,4
401,4.765734,F,20180804,22.375,115.125,28.859999,2018,8,4
402,3.9120297,A,20180805,22.125,114.625,28.779999,2018,8,5
403,1.9613459,B,20180805,22.125,114.875,29.13,2018,8,5
404,1.4446167,C,20180805,22.125,115.125,29.439999,2018,8,5
405,6.614051,D,20180805,22.375,114.625,28.59,2018,8,5
406,4.6645265,E,20180805,22.375,114.875,28.89,2018,8,5
407,4.523878,F,20180805,22.375,115.125,29.26,2018,8,5
408,4.7510624,A,20180806,22.125,114.625,30.26,2018,8,6
409,2.2056386,B,20180806,22.125,114.875,30.369999,2018,8,6
410,1.696605,C,20180806,22.125,115.125,30.289999,2018,8,6
411,7.519794,D,20180806,22.375,114.625,30.17,2018,8,6
412,4.78626,E,20180806,22.375,114.875,30.23,2018,8,6
413,4.668206,F,20180806,22.375,115.125,30.33,2018,8,6
414,4.862569,A,20180807,22.125,114.625,30.429998,2018,8,7
415,2.530017,B,20180807,22.125,114.875,30.619999,2018,8,7
416,2.0470998,C,20180807,22.125,115.125,30.67,2018,8,7
417,7.8796973,D,20180807,22.375,114.625,30.26,2018,8,7
418,5.512285,E,20180807,22.375,114.875,30.51,2018,8,7
419,5.69967,F,20180807,22.375,115.125,30.63,2018,8,7
